* Measurement data measured by REW V5.20.13
* Source: In 1-2 (MOTU M Series), LINE_IN (Ö÷Òô), L, volume: 0.250
* Format: 256k Log Swept Sine, 1 sweep at 0.0 dBFS with no timing reference
* Dated: 2026-8-4 10:33:04
* REW Settings:
15736.085265 73.013 -117.6086
15736.451476 73.012 -117.5969
15736.817687 73.011 -117.5851
15737.183898 73.010 -117.5734
15737.550109 73.009 -117.5616
15737.916320 73.008 -117.5499
15738.282531 73.007 -117.5382
15738.648742 73.007 -117.5264
15739.014953 73.006 -117.5146
15739.381164 73.005 -117.5029
15739.747375 73.004 -117.4912
15740.113586 73.003 -117.4795
15740.479797 73.002 -117.4677
15740.846008 73.001 -117.4559
15741.212218 73.000 -117.4442
15741.578429 72.999 -117.4324
15741.944640 72.998 -117.4207
15742.310851 72.997 -117.4089
15742.677062 72.996 -117.3972
15743.043273 72.995 -117.3854
15743.409484 72.994 -117.3737
15743.775695 72.993 -117.3619
15744.141906 72.993 -117.3501
15744.508117 72.992 -117.3384
15744.874328 72.991 -117.3267
15745.240539 72.990 -117.3148
15745.606750 72.989 -117.3031
15745.972961 72.988 -117.2914
15746.339172 72.987 -117.2795
15746.705383 72.986 -117.2678
15747.071594 72.985 -117.2561
15747.437805 72.984 -117.2443
15747.804016 72.983 -117.2325
15748.170227 72.982 -117.2207
15748.536438 72.982 -117.2090
15748.902649 72.981 -117.1973
15749.268860 72.980 -117.1854
15749.635071 72.979 -117.1737
15750.001282 72.978 -117.1619
15750.367493 72.977 -117.1501
15750.733704 72.976 -117.1383
15751.099915 72.975 -117.1266
15751.466126 72.974 -117.1147
15751.832337 72.973 -117.1030
15752.198548 72.972 -117.0913
15752.564758 72.971 -117.0795
15752.930969 72.971 -117.0677
15753.297180 72.970 -117.0559
15753.663391 72.969 -117.0442
15754.029602 72.968 -117.0323
15754.395813 72.967 -117.0205
15754.762024 72.966 -117.0088
15755.128235 72.965 -116.9969
15755.494446 72.964 -116.9852
15755.860657 72.963 -116.9734
15756.226868 72.962 -116.9617
15756.593079 72.962 -116.9498
15756.959290 72.961 -116.9381
15757.325501 72.960 -116.9263
15757.691712 72.959 -116.9144
15758.057923 72.958 -116.9027
15758.424134 72.957 -116.8909
15758.790345 72.956 -116.8792
15759.156556 72.955 -116.8673
15759.522767 72.954 -116.8555
15759.888978 72.953 -116.8438
15760.255189 72.952 -116.8319
15760.621400 72.952 -116.8201
15760.987611 72.951 -116.8083
15761.353822 72.950 -116.7965
15761.720033 72.949 -116.7847
15762.086244 72.948 -116.7729
15762.452455 72.947 -116.7611
15762.818666 72.946 -116.7493
15763.184877 72.945 -116.7375
15763.551087 72.944 -116.7257
15763.917298 72.944 -116.7139
15764.283509 72.943 -116.7021
15764.649720 72.942 -116.6903
15765.015931 72.941 -116.6785
15765.382142 72.940 -116.6666
15765.748353 72.939 -116.6549
15766.114564 72.938 -116.6431
15766.480775 72.937 -116.6312
15766.846986 72.936 -116.6194
15767.213197 72.936 -116.6077
15767.579408 72.935 -116.5958
15767.945619 72.934 -116.5840
15768.311830 72.933 -116.5721
15768.678041 72.932 -116.5603
15769.044252 72.931 -116.5486
15769.410463 72.930 -116.5367
15769.776674 72.929 -116.5249
15770.142885 72.929 -116.5131
15770.509096 72.928 -116.5012
15770.875307 72.927 -116.4894
15771.241518 72.926 -116.4777
15771.607729 72.925 -116.4658
15771.973940 72.924 -116.4540
15772.340151 72.923 -116.4421
15772.706362 72.922 -116.4303
15773.072573 72.921 -116.4185
15773.438784 72.921 -116.4066
15773.804995 72.920 -116.3948
15774.171206 72.919 -116.3831
15774.537417 72.918 -116.3712
15774.903627 72.917 -116.3594
15775.269838 72.916 -116.3475
15775.636049 72.915 -116.3357
15776.002260 72.914 -116.3239
15776.368471 72.914 -116.3120
15776.734682 72.913 -116.3002
15777.100893 72.912 -116.2883
15777.467104 72.911 -116.2765
15777.833315 72.910 -116.2646
15778.199526 72.909 -116.2528
15778.565737 72.908 -116.2410
15778.931948 72.908 -116.2291
15779.298159 72.907 -116.2173
15779.664370 72.906 -116.2054
15780.030581 72.905 -116.1936
15780.396792 72.904 -116.1818
15780.763003 72.903 -116.1699
15781.129214 72.902 -116.1581
15781.495425 72.902 -116.1462
15781.861636 72.901 -116.1344
15782.227847 72.900 -116.1226
15782.594058 72.899 -116.1107
15782.960269 72.898 -116.0989
15783.326480 72.897 -116.0870
15783.692691 72.896 -116.0752
15784.058902 72.895 -116.0634
15784.425113 72.895 -116.0514
15784.791324 72.894 -116.0396
15785.157535 72.893 -116.0277
15785.523746 72.892 -116.0159
15785.889957 72.891 -116.0040
15786.256167 72.890 -115.9922
15786.622378 72.889 -115.9803
15786.988589 72.889 -115.9685
15787.354800 72.888 -115.9565
15787.721011 72.887 -115.9447
15788.087222 72.886 -115.9329
15788.453433 72.885 -115.9210
15788.819644 72.884 -115.9092
15789.185855 72.884 -115.8973
15789.552066 72.883 -115.8854
15789.918277 72.882 -115.8735
15790.284488 72.881 -115.8617
15790.650699 72.880 -115.8499
15791.016910 72.879 -115.8380
15791.383121 72.878 -115.8260
15791.749332 72.878 -115.8142
15792.115543 72.877 -115.8024
15792.481754 72.876 -115.7905
15792.847965 72.875 -115.7786
15793.214176 72.874 -115.7667
15793.580387 72.873 -115.7549
15793.946598 72.873 -115.7430
15794.312809 72.872 -115.7311
15794.679020 72.871 -115.7192
15795.045231 72.870 -115.7074
15795.411442 72.869 -115.6956
15795.777653 72.868 -115.6836
15796.143864 72.868 -115.6718
15796.510075 72.867 -115.6599
15796.876286 72.866 -115.6479
15797.242496 72.865 -115.6361
15797.608707 72.864 -115.6243
15797.974918 72.863 -115.6123
15798.341129 72.863 -115.6005
15798.707340 72.862 -115.5886
15799.073551 72.861 -115.5767
15799.439762 72.860 -115.5648
15799.805973 72.859 -115.5530
15800.172184 72.858 -115.5410
15800.538395 72.858 -115.5292
15800.904606 72.857 -115.5172
15801.270817 72.856 -115.5054
15801.637028 72.855 -115.4935
15802.003239 72.854 -115.4816
15802.369450 72.853 -115.4697
15802.735661 72.853 -115.4578
15803.101872 72.852 -115.4459
15803.468083 72.851 -115.4341
15803.834294 72.850 -115.4221
15804.200505 72.849 -115.4103
15804.566716 72.848 -115.3983
15804.932927 72.848 -115.3865
15805.299138 72.847 -115.3745
15805.665349 72.846 -115.3627
15806.031560 72.845 -115.3508
15806.397771 72.844 -115.3389
15806.763982 72.843 -115.3270
15807.130193 72.843 -115.3151
15807.496404 72.842 -115.3032
15807.862615 72.841 -115.2913
15808.228826 72.840 -115.2794
15808.595036 72.839 -115.2675
15808.961247 72.839 -115.2556
15809.327458 72.838 -115.2437
15809.693669 72.837 -115.2317
15810.059880 72.836 -115.2198
15810.426091 72.835 -115.2079
15810.792302 72.835 -115.1960
15811.158513 72.834 -115.1841
15811.524724 72.833 -115.1722
15811.890935 72.832 -115.1603
15812.257146 72.831 -115.1484
15812.623357 72.830 -115.1365
15812.989568 72.830 -115.1245
15813.355779 72.829 -115.1127
15813.721990 72.828 -115.1007
15814.088201 72.827 -115.0889
15814.454412 72.826 -115.0769
15814.820623 72.826 -115.0649
15815.186834 72.825 -115.0531
15815.553045 72.824 -115.0411
15815.919256 72.823 -115.0293
15816.285467 72.822 -115.0173
15816.651678 72.822 -115.0054
15817.017889 72.821 -114.9935
15817.384100 72.820 -114.9816
15817.750311 72.819 -114.9696
15818.116522 72.818 -114.9578
15818.482733 72.818 -114.9458
15818.848944 72.817 -114.9338
15819.215155 72.816 -114.9220
15819.581365 72.815 -114.9100
15819.947576 72.814 -114.8981
15820.313787 72.814 -114.8862
15820.679998 72.813 -114.8743
15821.046209 72.812 -114.8623
15821.412420 72.811 -114.8503
15821.778631 72.810 -114.8385
15822.144842 72.810 -114.8265
15822.511053 72.809 -114.8146
15822.877264 72.808 -114.8027
15823.243475 72.807 -114.7908
15823.609686 72.806 -114.7788
15823.975897 72.806 -114.7668
15824.342108 72.805 -114.7550
15824.708319 72.804 -114.7430
15825.074530 72.803 -114.7311
15825.440741 72.802 -114.7191
15825.806952 72.802 -114.7072
15826.173163 72.801 -114.6953
15826.539374 72.800 -114.6833
15826.905585 72.799 -114.6714
15827.271796 72.799 -114.6594
15827.638007 72.798 -114.6475
15828.004218 72.797 -114.6356
15828.370429 72.796 -114.6237
15828.736640 72.795 -114.6117
15829.102851 72.795 -114.5997
15829.469062 72.794 -114.5878
15829.835273 72.793 -114.5758
15830.201484 72.792 -114.5640
15830.567695 72.791 -114.5520
15830.933905 72.791 -114.5400
15831.300116 72.790 -114.5281
15831.666327 72.789 -114.5161
15832.032538 72.788 -114.5042
15832.398749 72.788 -114.4922
15832.764960 72.787 -114.4802
15833.131171 72.786 -114.4684
15833.497382 72.785 -114.4564
15833.863593 72.784 -114.4445
15834.229804 72.784 -114.4325
15834.596015 72.783 -114.4205
15834.962226 72.782 -114.4086
15835.328437 72.781 -114.3966
15835.694648 72.781 -114.3846
15836.060859 72.780 -114.3727
15836.427070 72.779 -114.3607
15836.793281 72.778 -114.3488
15837.159492 72.778 -114.3368
15837.525703 72.777 -114.3248
15837.891914 72.776 -114.3129
15838.258125 72.775 -114.3009
15838.624336 72.774 -114.2889
15838.990547 72.774 -114.2770
15839.356758 72.773 -114.2651
15839.722969 72.772 -114.2532
15840.089180 72.771 -114.2412
15840.455391 72.771 -114.2292
15840.821602 72.770 -114.2173
15841.187813 72.769 -114.2052
15841.554024 72.768 -114.1932
15841.920235 72.768 -114.1813
15842.286445 72.767 -114.1693
15842.652656 72.766 -114.1573
15843.018867 72.765 -114.1454
15843.385078 72.765 -114.1334
15843.751289 72.764 -114.1215
15844.117500 72.763 -114.1095
15844.483711 72.762 -114.0975
15844.849922 72.761 -114.0856
15845.216133 72.761 -114.0736
15845.582344 72.760 -114.0616
15845.948555 72.759 -114.0497
15846.314766 72.758 -114.0377
15846.680977 72.758 -114.0258
15847.047188 72.757 -114.0138
15847.413399 72.756 -114.0017
15847.779610 72.755 -113.9897
15848.145821 72.755 -113.9778
15848.512032 72.754 -113.9658
15848.878243 72.753 -113.9539
15849.244454 72.752 -113.9419
15849.610665 72.752 -113.9299
15849.976876 72.751 -113.9180
15850.343087 72.750 -113.9059
15850.709298 72.749 -113.8939
15851.075509 72.749 -113.8820
15851.441720 72.748 -113.8700
15851.807931 72.747 -113.8580
15852.174142 72.746 -113.8461
15852.540353 72.746 -113.8341
15852.906564 72.745 -113.8220
15853.272774 72.744 -113.8101
15853.638985 72.743 -113.7981
15854.005196 72.743 -113.7861
15854.371407 72.742 -113.7742
15854.737618 72.741 -113.7621
15855.103829 72.741 -113.7501
15855.470040 72.740 -113.7382
15855.836251 72.739 -113.7262
15856.202462 72.738 -113.7142
15856.568673 72.738 -113.7021
15856.934884 72.737 -113.6902
15857.301095 72.736 -113.6782
15857.667306 72.735 -113.6663
15858.033517 72.735 -113.6542
15858.399728 72.734 -113.6422
15858.765939 72.733 -113.6302
15859.132150 72.732 -113.6183
15859.498361 72.732 -113.6062
15859.864572 72.731 -113.5942
15860.230783 72.730 -113.5823
15860.596994 72.729 -113.5702
15860.963205 72.729 -113.5582
15861.329416 72.728 -113.5463
15861.695627 72.727 -113.5343
15862.061838 72.727 -113.5222
15862.428049 72.726 -113.5103
15862.794260 72.725 -113.4983
15863.160471 72.724 -113.4862
15863.526682 72.724 -113.4742
15863.892893 72.723 -113.4623
15864.259104 72.722 -113.4502
15864.625314 72.721 -113.4382
15864.991525 72.721 -113.4263
15865.357736 72.720 -113.4142
15865.723947 72.719 -113.4022
15866.090158 72.719 -113.3903
15866.456369 72.718 -113.3782
15866.822580 72.717 -113.3662
15867.188791 72.716 -113.3542
15867.555002 72.716 -113.3422
15867.921213 72.715 -113.3302
15868.287424 72.714 -113.3181
15868.653635 72.714 -113.3062
15869.019846 72.713 -113.2942
15869.386057 72.712 -113.2821
15869.752268 72.711 -113.2701
15870.118479 72.711 -113.2581
15870.484690 72.710 -113.2461
15870.850901 72.709 -113.2341
15871.217112 72.709 -113.2220
15871.583323 72.708 -113.2101
15871.949534 72.707 -113.1980
15872.315745 72.706 -113.1860
15872.681956 72.706 -113.1741
15873.048167 72.705 -113.1620
15873.414378 72.704 -113.1500
15873.780589 72.704 -113.1379
15874.146800 72.703 -113.1260
15874.513011 72.702 -113.1139
15874.879222 72.701 -113.1019
15875.245433 72.701 -113.0898
15875.611643 72.700 -113.0779
15875.977854 72.699 -113.0658
15876.344065 72.699 -113.0538
15876.710276 72.698 -113.0417
15877.076487 72.697 -113.0298
15877.442698 72.696 -113.0177
15877.808909 72.696 -113.0057
15878.175120 72.695 -112.9937
15878.541331 72.694 -112.9817
15878.907542 72.694 -112.9696
15879.273753 72.693 -112.9576
15879.639964 72.692 -112.9456
15880.006175 72.692 -112.9336
15880.372386 72.691 -112.9215
15880.738597 72.690 -112.9095
15881.104808 72.689 -112.8975
15881.471019 72.689 -112.8855
15881.837230 72.688 -112.8734
15882.203441 72.687 -112.8615
15882.569652 72.687 -112.8494
15882.935863 72.686 -112.8374
15883.302074 72.685 -112.8253
15883.668285 72.685 -112.8132
15884.034496 72.684 -112.8013
15884.400707 72.683 -112.7892
15884.766918 72.683 -112.7772
15885.133129 72.682 -112.7651
15885.499340 72.681 -112.7531
15885.865551 72.680 -112.7411
15886.231762 72.680 -112.7290
15886.597973 72.679 -112.7170
15886.964183 72.678 -112.7050
15887.330394 72.678 -112.6929
15887.696605 72.677 -112.6809
15888.062816 72.676 -112.6688
15888.429027 72.676 -112.6569
15888.795238 72.675 -112.6448
15889.161449 72.674 -112.6327
15889.527660 72.674 -112.6207
15889.893871 72.673 -112.6086
15890.260082 72.672 -112.5966
15890.626293 72.672 -112.5846
15890.992504 72.671 -112.5725
15891.358715 72.670 -112.5605
15891.724926 72.669 -112.5485
15892.091137 72.669 -112.5364
15892.457348 72.668 -112.5244
15892.823559 72.667 -112.5123
15893.189770 72.667 -112.5002
15893.555981 72.666 -112.4882
15893.922192 72.665 -112.4762
15894.288403 72.665 -112.4641
15894.654614 72.664 -112.4520
15895.020825 72.663 -112.4401
15895.387036 72.663 -112.4280
15895.753247 72.662 -112.4159
15896.119458 72.661 -112.4039
15896.485669 72.661 -112.3918
15896.851880 72.660 -112.3798
15897.218091 72.659 -112.3677
15897.584302 72.659 -112.3557
15897.950512 72.658 -112.3436
15898.316723 72.657 -112.3315
15898.682934 72.657 -112.3196
15899.049145 72.656 -112.3075
15899.415356 72.655 -112.2954
15899.781567 72.655 -112.2833
15900.147778 72.654 -112.2714
15900.513989 72.653 -112.2593
15900.880200 72.653 -112.2472
15901.246411 72.652 -112.2351
15901.612622 72.651 -112.2231
15901.978833 72.651 -112.2111
15902.345044 72.650 -112.1990
15902.711255 72.649 -112.1869
15903.077466 72.649 -112.1748
15903.443677 72.648 -112.1628
15903.809888 72.647 -112.1508
15904.176099 72.647 -112.1387
15904.542310 72.646 -112.1266
15904.908521 72.645 -112.1145
15905.274732 72.645 -112.1025
15905.640943 72.644 -112.0905
15906.007154 72.643 -112.0784
15906.373365 72.643 -112.0663
15906.739576 72.642 -112.0542
15907.105787 72.641 -112.0422
15907.471998 72.641 -112.0302
15907.838209 72.640 -112.0181
15908.204420 72.639 -112.0060
15908.570631 72.639 -111.9939
15908.936842 72.638 -111.9818
15909.303052 72.637 -111.9698
15909.669263 72.637 -111.9578
15910.035474 72.636 -111.9457
15910.401685 72.635 -111.9336
15910.767896 72.635 -111.9215
15911.134107 72.634 -111.9094
15911.500318 72.634 -111.8973
15911.866529 72.633 -111.8854
15912.232740 72.632 -111.8733
15912.598951 72.632 -111.8612
15912.965162 72.631 -111.8491
15913.331373 72.630 -111.8370
15913.697584 72.630 -111.8250
15914.063795 72.629 -111.8129
15914.430006 72.628 -111.8008
15914.796217 72.628 -111.7887
15915.162428 72.627 -111.7767
15915.528639 72.626 -111.7646
15915.894850 72.626 -111.7526
15916.261061 72.625 -111.7405
15916.627272 72.625 -111.7284
15916.993483 72.624 -111.7163
15917.359694 72.623 -111.7042
15917.725905 72.623 -111.6921
15918.092116 72.622 -111.6801
15918.458327 72.621 -111.6680
15918.824538 72.621 -111.6559
15919.190749 72.620 -111.6438
15919.556960 72.619 -111.6317
15919.923171 72.619 -111.6196
15920.289382 72.618 -111.6077
15920.655592 72.617 -111.5956
15921.021803 72.617 -111.5835
15921.388014 72.616 -111.5714
15921.754225 72.616 -111.5593
15922.120436 72.615 -111.5472
15922.486647 72.614 -111.5352
15922.852858 72.614 -111.5231
15923.219069 72.613 -111.5110
15923.585280 72.612 -111.4989
15923.951491 72.612 -111.4868
15924.317702 72.611 -111.4747
15924.683913 72.611 -111.4626
15925.050124 72.610 -111.4506
15925.416335 72.609 -111.4385
15925.782546 72.609 -111.4264
15926.148757 72.608 -111.4143
15926.514968 72.607 -111.4022
15926.881179 72.607 -111.3901
15927.247390 72.606 -111.3781
15927.613601 72.606 -111.3660
15927.979812 72.605 -111.3539
15928.346023 72.604 -111.3418
15928.712234 72.604 -111.3297
15929.078445 72.603 -111.3176
15929.444656 72.602 -111.3055
15929.810867 72.602 -111.2935
15930.177078 72.601 -111.2814
15930.543289 72.601 -111.2693
15930.909500 72.600 -111.2572
15931.275711 72.599 -111.2450
15931.641921 72.599 -111.2329
15932.008132 72.598 -111.2208
15932.374343 72.597 -111.2087
15932.740554 72.597 -111.1967
15933.106765 72.596 -111.1846
15933.472976 72.596 -111.1725
15933.839187 72.595 -111.1604
15934.205398 72.594 -111.1483
15934.571609 72.594 -111.1362
15934.937820 72.593 -111.1241
15935.304031 72.593 -111.1121
15935.670242 72.592 -111.1000
15936.036453 72.591 -111.0879
15936.402664 72.591 -111.0757
15936.768875 72.590 -111.0636
15937.135086 72.590 -111.0515
15937.501297 72.589 -111.0394
15937.867508 72.588 -111.0273
15938.233719 72.588 -111.0153
15938.599930 72.587 -111.0032
15938.966141 72.587 -110.9911
15939.332352 72.586 -110.9790
15939.698563 72.585 -110.9669
15940.064774 72.585 -110.9547
15940.430985 72.584 -110.9426
15940.797196 72.583 -110.9305
15941.163407 72.583 -110.9185
15941.529618 72.582 -110.9064
15941.895829 72.582 -110.8943
15942.262040 72.581 -110.8822
15942.628251 72.580 -110.8700
15942.994461 72.580 -110.8579
15943.360672 72.579 -110.8458
15943.726883 72.579 -110.8337
15944.093094 72.578 -110.8217
15944.459305 72.577 -110.8096
15944.825516 72.577 -110.7975
15945.191727 72.576 -110.7853
15945.557938 72.576 -110.7732
15945.924149 72.575 -110.7611
15946.290360 72.575 -110.7490
15946.656571 72.574 -110.7369
15947.022782 72.573 -110.7249
15947.388993 72.573 -110.7126
15947.755204 72.572 -110.7006
15948.121415 72.572 -110.6885
15948.487626 72.571 -110.6764
15948.853837 72.570 -110.6643
15949.220048 72.570 -110.6521
15949.586259 72.569 -110.6400
15949.952470 72.569 -110.6279
15950.318681 72.568 -110.6158
15950.684892 72.567 -110.6038
15951.051103 72.567 -110.5917
15951.417314 72.566 -110.5795
15951.783525 72.566 -110.5674
15952.149736 72.565 -110.5553
15952.515947 72.565 -110.5432
15952.882158 72.564 -110.5310
15953.248369 72.563 -110.5189
15953.614580 72.563 -110.5068
15953.980790 72.562 -110.4948
15954.347001 72.562 -110.4827
15954.713212 72.561 -110.4705
15955.079423 72.560 -110.4584
15955.445634 72.560 -110.4463
15955.811845 72.559 -110.4342
15956.178056 72.559 -110.4220
15956.544267 72.558 -110.4099
15956.910478 72.558 -110.3978
15957.276689 72.557 -110.3857
15957.642900 72.556 -110.3735
15958.009111 72.556 -110.3615
15958.375322 72.555 -110.3494
15958.741533 72.555 -110.3373
15959.107744 72.554 -110.3251
15959.473955 72.554 -110.3130
15959.840166 72.553 -110.3009
15960.206377 72.552 -110.2888
15960.572588 72.552 -110.2766
15960.938799 72.551 -110.2645
15961.305010 72.551 -110.2524
15961.671221 72.550 -110.2404
15962.037432 72.550 -110.2281
15962.403643 72.549 -110.2161
15962.769854 72.548 -110.2040
15963.136065 72.548 -110.1918
15963.502276 72.547 -110.1797
15963.868487 72.547 -110.1676
15964.234698 72.546 -110.1555
15964.600909 72.546 -110.1433
15964.967120 72.545 -110.1312
15965.333330 72.544 -110.1191
15965.699541 72.544 -110.1069
15966.065752 72.543 -110.0948
15966.431963 72.543 -110.0828
15966.798174 72.542 -110.0707
15967.164385 72.542 -110.0585
15967.530596 72.541 -110.0464
15967.896807 72.541 -110.0343
15968.263018 72.540 -110.0221
15968.629229 72.539 -110.0100
15968.995440 72.539 -109.9979
15969.361651 72.538 -109.9857
15969.727862 72.538 -109.9736
15970.094073 72.537 -109.9615
15970.460284 72.537 -109.9493
15970.826495 72.536 -109.9373
15971.192706 72.536 -109.9252
15971.558917 72.535 -109.9130
15971.925128 72.534 -109.9009
15972.291339 72.534 -109.8888
15972.657550 72.533 -109.8766
15973.023761 72.533 -109.8645
15973.389972 72.532 -109.8524
15973.756183 72.532 -109.8402
15974.122394 72.531 -109.8281
15974.488605 72.531 -109.8160
15974.854816 72.530 -109.8038
15975.221027 72.529 -109.7917
15975.587238 72.529 -109.7797
15975.953449 72.528 -109.7675
15976.319660 72.528 -109.7554
15976.685870 72.527 -109.7433
15977.052081 72.527 -109.7311
15977.418292 72.526 -109.7190
15977.784503 72.526 -109.7069
15978.150714 72.525 -109.6947
15978.516925 72.525 -109.6826
15978.883136 72.524 -109.6704
15979.249347 72.523 -109.6583
15979.615558 72.523 -109.6462
15979.981769 72.522 -109.6340
15980.347980 72.522 -109.6219
15980.714191 72.521 -109.6099
15981.080402 72.521 -109.5977
15981.446613 72.520 -109.5856
15981.812824 72.520 -109.5734
15982.179035 72.519 -109.5613
15982.545246 72.519 -109.5492
15982.911457 72.518 -109.5370
15983.277668 72.518 -109.5249
15983.643879 72.517 -109.5128
15984.010090 72.517 -109.5006
15984.376301 72.516 -109.4885
15984.742512 72.515 -109.4763
15985.108723 72.515 -109.4642
15985.474934 72.514 -109.4521
15985.841145 72.514 -109.4399
15986.207356 72.513 -109.4279
15986.573567 72.513 -109.4156
15986.939778 72.512 -109.4036
15987.305989 72.512 -109.3915
15987.672199 72.511 -109.3793
15988.038410 72.511 -109.3672
15988.404621 72.510 -109.3550
15988.770832 72.510 -109.3429
15989.137043 72.509 -109.3307
15989.503254 72.509 -109.3186
15989.869465 72.508 -109.3065
15990.235676 72.508 -109.2943
15990.601887 72.507 -109.2822
15990.968098 72.506 -109.2700
15991.334309 72.506 -109.2579
15991.700520 72.505 -109.2458
15992.066731 72.505 -109.2336
15992.432942 72.504 -109.2216
15992.799153 72.504 -109.2094
15993.165364 72.503 -109.1973
15993.531575 72.503 -109.1851
15993.897786 72.502 -109.1730
15994.263997 72.502 -109.1609
15994.630208 72.501 -109.1487
15994.996419 72.501 -109.1366
15995.362630 72.500 -109.1244
15995.728841 72.500 -109.1123
15996.095052 72.499 -109.1001
15996.461263 72.499 -109.0880
15996.827474 72.498 -109.0758
15997.193685 72.498 -109.0637
15997.559896 72.497 -109.0516
15997.926107 72.497 -109.0394
15998.292318 72.496 -109.0273
15998.658529 72.496 -109.0151
15999.024739 72.495 -109.0031
15999.390950 72.495 -108.9908
15999.757161 72.494 -108.9788
16000.123372 72.494 -108.9666
16000.489583 72.493 -108.9545
16000.855794 72.493 -108.9423
16001.222005 72.492 -108.9302
16001.588216 72.492 -108.9181
16001.954427 72.491 -108.9059
16002.320638 72.491 -108.8938
16002.686849 72.490 -108.8816
16003.053060 72.490 -108.8695
16003.419271 72.489 -108.8573
16003.785482 72.489 -108.8452
16004.151693 72.488 -108.8330
16004.517904 72.488 -108.8209
16004.884115 72.487 -108.8087
16005.250326 72.487 -108.7966
16005.616537 72.486 -108.7844
16005.982748 72.486 -108.7723
16006.348959 72.485 -108.7601
16006.715170 72.485 -108.7480
16007.081381 72.484 -108.7360
16007.447592 72.484 -108.7238
16007.813803 72.483 -108.7117
16008.180014 72.483 -108.6995
16008.546225 72.482 -108.6874
16008.912436 72.482 -108.6752
16009.278647 72.481 -108.6631
16009.644858 72.481 -108.6509
16010.011068 72.480 -108.6388
16010.377279 72.480 -108.6266
16010.743490 72.479 -108.6145
16011.109701 72.479 -108.6023
16011.475912 72.478 -108.5902
16011.842123 72.478 -108.5780
16012.208334 72.477 -108.5659
16012.574545 72.477 -108.5537
16012.940756 72.476 -108.5416
16013.306967 72.476 -108.5294
16013.673178 72.475 -108.5173
16014.039389 72.475 -108.5051
16014.405600 72.474 -108.4930
16014.771811 72.474 -108.4808
16015.138022 72.473 -108.4688
16015.504233 72.473 -108.4565
16015.870444 72.472 -108.4445
16016.236655 72.472 -108.4323
16016.602866 72.471 -108.4202
16016.969077 72.471 -108.4080
16017.335288 72.470 -108.3959
16017.701499 72.470 -108.3837
16018.067710 72.469 -108.3716
16018.433921 72.469 -108.3594
16018.800132 72.468 -108.3473
16019.166343 72.468 -108.3351
16019.532554 72.467 -108.3230
16019.898765 72.467 -108.3108
16020.264976 72.467 -108.2987
16020.631187 72.466 -108.2865
16020.997398 72.466 -108.2744
16021.363608 72.465 -108.2622
16021.729819 72.465 -108.2501
16022.096030 72.464 -108.2379
16022.462241 72.464 -108.2258
16022.828452 72.463 -108.2136
16023.194663 72.463 -108.2015
16023.560874 72.462 -108.1893
16023.927085 72.462 -108.1772
16024.293296 72.461 -108.1650
16024.659507 72.461 -108.1530
16025.025718 72.460 -108.1407
16025.391929 72.460 -108.1287
16025.758140 72.459 -108.1165
16026.124351 72.459 -108.1044
16026.490562 72.459 -108.0922
16026.856773 72.458 -108.0801
16027.222984 72.458 -108.0679
16027.589195 72.457 -108.0558
16027.955406 72.457 -108.0436
16028.321617 72.456 -108.0315
16028.687828 72.456 -108.0193
16029.054039 72.455 -108.0072
16029.420250 72.455 -107.9950
16029.786461 72.454 -107.9829
16030.152672 72.454 -107.9707
16030.518883 72.453 -107.9585
16030.885094 72.453 -107.9464
16031.251305 72.453 -107.9342
16031.617516 72.452 -107.9221
16031.983727 72.452 -107.9099
16032.349937 72.451 -107.8978
16032.716148 72.451 -107.8856
16033.082359 72.450 -107.8735
16033.448570 72.450 -107.8613
16033.814781 72.449 -107.8492
16034.180992 72.449 -107.8370
16034.547203 72.448 -107.8250
16034.913414 72.448 -107.8127
16035.279625 72.448 -107.8007
16035.645836 72.447 -107.7885
16036.012047 72.447 -107.7764
16036.378258 72.446 -107.7642
16036.744469 72.446 -107.7521
16037.110680 72.445 -107.7399
16037.476891 72.445 -107.7278
16037.843102 72.444 -107.7156
16038.209313 72.444 -107.7035
16038.575524 72.443 -107.6913
16038.941735 72.443 -107.6792
16039.307946 72.443 -107.6670
16039.674157 72.442 -107.6548
16040.040368 72.442 -107.6427
16040.406579 72.441 -107.6305
16040.772790 72.441 -107.6184
16041.139001 72.440 -107.6062
16041.505212 72.440 -107.5941
16041.871423 72.439 -107.5819
16042.237634 72.439 -107.5698
16042.603845 72.439 -107.5576
16042.970056 72.438 -107.5455
16043.336267 72.438 -107.5333
16043.702477 72.437 -107.5212
16044.068688 72.437 -107.5090
16044.434899 72.436 -107.4969
16044.801110 72.436 -107.4847
16045.167321 72.436 -107.4727
16045.533532 72.435 -107.4604
16045.899743 72.435 -107.4484
16046.265954 72.434 -107.4362
16046.632165 72.434 -107.4241
16046.998376 72.433 -107.4119
16047.364587 72.433 -107.3998
16047.730798 72.432 -107.3876
16048.097009 72.432 -107.3755
16048.463220 72.432 -107.3633
16048.829431 72.431 -107.3511
16049.195642 72.431 -107.3390
16049.561853 72.430 -107.3268
16049.928064 72.430 -107.3147
16050.294275 72.429 -107.3025
16050.660486 72.429 -107.2904
16051.026697 72.429 -107.2782
16051.392908 72.428 -107.2661
16051.759119 72.428 -107.2539
16052.125330 72.427 -107.2418
16052.491541 72.427 -107.2296
16052.857752 72.426 -107.2175
